Id,Expected
id1,1.943176507949829
id2,1.1291078329086304
id3,0.08675085008144379
id4,1.6455988883972168
id5,0.639053225517273
id6,1.2139836549758911
id7,0.8264267444610596
id8,0.31171709299087524
id9,0.8175486326217651
id10,0.4529595971107483
id11,1.8755314350128174
id12,1.1450244188308716
id13,1.1678065061569214
id14,1.9097356796264648
id15,0.41623660922050476
id16,0.7199426889419556
id17,-0.003727734088897705
id18,1.8399169445037842
id19,0.5353933572769165
id20,1.8551052808761597
id21,1.0672178268432617
id22,0.8743971586227417
id23,-0.7024952173233032
id24,3.1449790000915527
id25,1.1690882444381714
id26,2.057868480682373
id27,1.9799174070358276
id28,1.5520881414413452
id29,1.4649102687835693
id30,1.676779866218567
id31,1.3848422765731812
id32,1.1488630771636963
id33,1.902368426322937
id34,1.3435200452804565
id35,0.5524305701255798
id36,1.822394609451294
id37,1.4211962223052979
id38,1.4125139713287354
id39,1.8296167850494385
id40,1.4736093282699585
id41,1.6948158740997314
id42,1.8058083057403564
id43,1.8299908638000488
id44,1.5885841846466064
id45,-0.5336629152297974
id46,1.394662857055664
id47,1.7611548900604248
id48,1.5821301937103271
id49,1.7283633947372437
id50,2.1402080059051514
id51,2.2347052097320557
id52,2.3939778804779053
id53,1.0087687969207764
id54,1.1195459365844727
id55,2.4156041145324707
id56,1.3323265314102173
id57,1.1833823919296265
id58,0.8814231157302856
id59,1.004704475402832
id60,-0.045675769448280334
id61,1.4538582563400269
id62,1.1694259643554688
id63,1.1014482975006104
id64,1.5971457958221436
id65,1.2346882820129395
id66,1.8608596324920654
id67,1.8498051166534424
id68,1.3438926935195923
id69,1.770261287689209
id70,0.9818209409713745
id71,1.2722777128219604
id72,1.7763193845748901
id73,0.9418625831604004
id74,1.5337826013565063
id75,1.8938285112380981
id76,2.386137008666992
id77,3.0464279651641846
id78,0.9559061527252197
id79,0.9291010499000549
id80,3.4838900566101074
id81,0.6717711091041565
id82,0.8670729994773865
id83,0.533076822757721
